accx;accy;accz;time
512;-14952;4672;51888
488;-14956;4716;52060
488;-14956;4716;52240
488;-14956;4716;52412
488;-14956;4716;52584
488;-14956;4716;52756
488;-14956;4716;52928
532;-14960;4636;53100
532;-14960;4636;53280
532;-14960;4636;53452
532;-14960;4636;53624
532;-14960;4636;53796
532;-14960;4636;53968
552;-15016;4636;54140
552;-15016;4636;54320
552;-15016;4636;54492
552;-15016;4636;54664
552;-15016;4636;54836
552;-15016;4636;55008
508;-15028;4672;55184
508;-15028;4672;55356
508;-15028;4672;55528
508;-15028;4672;55704
508;-15028;4672;55876
508;-15028;4672;56048
492;-15028;4644;56224
492;-15028;4644;56396
492;-15028;4644;56568
492;-15028;4644;56740
492;-15028;4644;56912
512;-15016;4628;57084
512;-15016;4628;57264
512;-15016;4628;57436
512;-15016;4628;57608
512;-15016;4628;57780
512;-15016;4628;57952
476;-15036;4512;58124
476;-15036;4512;58304
476;-15036;4512;58476
476;-15036;4512;58648
476;-15036;4512;58820
476;-15036;4512;58992
484;-15068;4384;59164
484;-15068;4384;59344
484;-15068;4384;59516
484;-15068;4384;59688
484;-15068;4384;59860
484;-15068;4384;60032
524;-15108;4324;60204
524;-15108;4324;60380
524;-15108;4324;60552
524;-15108;4324;60724
524;-15108;4324;60896
528;-15136;4292;61072
528;-15136;4292;61244
528;-15136;4292;61420
528;-15136;4292;61592
528;-15136;4292;61764
528;-15136;4292;61936
496;-15120;4252;62108
496;-15120;4252;62280
496;-15120;4252;62460
496;-15120;4252;62632
496;-15120;4252;62804
496;-15120;4252;62976
508;-15132;4184;63148
508;-15132;4184;63320
508;-15132;4184;63500
508;-15132;4184;63672
508;-15132;4184;63844
508;-15132;4184;64016
540;-15148;4120;64188
540;-15148;4120;64360
540;-15148;4120;64540
540;-15148;4120;64712
540;-15148;4120;64884
524;-15172;4092;65056
524;-15172;4092;65228
524;-15172;4092;65400
524;-15172;4092;40
524;-15172;4092;212
524;-15172;4092;384
504;-15188;4136;556
504;-15188;4136;732
504;-15188;4136;908
504;-15188;4136;1080
504;-15188;4136;1252
504;-15188;4136;1424
504;-15184;4020;1596
504;-15184;4020;1768
504;-15184;4020;1948
504;-15184;4020;2120
504;-15184;4020;2292
504;-15184;4020;2464
488;-15188;3860;2636
488;-15188;3860;2808
488;-15188;3860;2988
488;-15188;3860;3160
488;-15188;3860;3332
488;-15188;3860;3504
456;-15216;3848;3676
456;-15216;3848;3848
456;-15216;3848;4024
456;-15216;3848;4200
456;-15216;3848;4372
480;-15248;3848;4544
480;-15248;3848;4716
480;-15248;3848;4888
480;-15248;3848;5064
480;-15248;3848;5236
480;-15248;3848;5408
464;-15264;3828;5580
464;-15264;3828;5752
464;-15264;3828;5928
464;-15264;3828;6104
464;-15264;3828;6276
464;-15264;3828;6448
476;-15316;3712;6620
476;-15316;3712;6792
476;-15316;3712;6964
476;-15316;3712;7144
476;-15316;3712;7316
476;-15316;3712;7488
524;-15324;3608;7660
524;-15324;3608;7832
524;-15324;3608;8004
524;-15324;3608;8184
524;-15324;3608;8356
560;-15304;3564;8528
560;-15304;3564;8700
560;-15304;3564;8872
560;-15304;3564;9044
560;-15304;3564;9220
560;-15304;3564;9396
532;-15328;3496;9568
532;-15328;3496;9740
532;-15328;3496;9912
532;-15328;3496;10084
532;-15328;3496;10260
532;-15328;3496;10432
508;-15316;3368;10604
508;-15316;3368;10776
508;-15316;3368;10948
508;-15316;3368;11120
508;-15316;3368;11300
508;-15316;3368;11472
500;-15384;3272;11644
500;-15384;3272;11816
500;-15384;3272;11988
500;-15384;3272;12168
500;-15384;3272;12340
496;-15460;3228;12512
496;-15460;3228;12684
496;-15460;3228;12856
496;-15460;3228;13028
496;-15460;3228;13208
496;-15460;3228;13380
476;-15416;3128;13552
476;-15416;3128;13724
476;-15416;3128;13896
476;-15416;3128;14068
476;-15416;3128;14244
476;-15416;3128;14416
476;-15408;3000;14588
476;-15408;3000;14764
476;-15408;3000;14936
476;-15408;3000;15108
476;-15408;3000;15284
476;-15408;3000;15456
520;-15452;2892;15628
520;-15452;2892;15800
520;-15452;2892;15972
520;-15452;2892;16144
520;-15452;2892;16324
472;-15484;2828;16496
472;-15484;2828;16668
472;-15484;2828;16840
472;-15484;2828;17012
472;-15484;2828;17184
472;-15484;2828;17364
468;-15484;2800;17536
468;-15484;2800;17708
468;-15484;2800;17880
468;-15484;2800;18052
468;-15484;2800;18224
468;-15484;2800;18404
496;-15468;2856;18576
496;-15468;2856;18748
496;-15468;2856;18920
496;-15468;2856;19092
496;-15468;2856;19264
496;-15468;2856;19440
512;-15492;2780;19612
512;-15492;2780;19784
512;-15492;2780;19960
512;-15492;2780;20132
512;-15492;2780;20304
512;-15492;2780;20480
556;-15540;2652;20652
556;-15540;2652;20824
556;-15540;2652;20996
556;-15540;2652;21168
556;-15540;2652;21340
540;-15528;2624;21520
540;-15528;2624;21692
540;-15528;2624;21864
540;-15528;2624;22036
540;-15528;2624;22208
540;-15528;2624;22380
480;-15500;2492;22560
480;-15500;2492;22732
480;-15500;2492;22904
480;-15500;2492;23076
480;-15500;2492;23248
480;-15500;2492;23420
472;-15548;2344;23600
472;-15548;2344;23772
472;-15548;2344;23944
472;-15548;2344;24116
472;-15548;2344;24288
472;-15548;2344;24464
480;-15588;2220;24636
480;-15588;2220;24808
480;-15588;2220;24980
480;-15588;2220;25156
480;-15588;2220;25328
504;-15612;2164;25504
504;-15612;2164;25676
504;-15612;2164;25848
504;-15612;2164;26020
504;-15612;2164;26192
504;-15612;2164;26364
560;-15648;2096;26544
560;-15648;2096;26716
560;-15648;2096;26888
560;-15648;2096;27060
560;-15648;2096;27232
560;-15648;2096;27404
548;-15692;1948;27584
548;-15692;1948;27756
548;-15692;1948;27928
548;-15692;1948;28100
548;-15692;1948;28272
548;-15692;1948;28444
516;-15676;1832;28624
516;-15676;1832;28796
516;-15676;1832;28968
516;-15676;1832;29140
516;-15676;1832;29312
528;-15616;1820;29484
528;-15616;1820;29660
528;-15616;1820;29832
528;-15616;1820;30004
528;-15616;1820;30180
528;-15616;1820;30352
556;-15664;1716;30524
556;-15664;1716;30700
556;-15664;1716;30872
556;-15664;1716;31044
556;-15664;1716;31216
556;-15664;1716;31388
532;-15744;1584;31560
532;-15744;1584;31740
532;-15744;1584;31912
532;-15744;1584;32084
532;-15744;1584;32256
532;-15744;1584;32428
496;-15744;1512;32600
496;-15744;1512;32780
496;-15744;1512;32952
496;-15744;1512;33124
496;-15744;1512;33296
496;-15744;1512;33468
516;-15768;1436;33640
516;-15768;1436;33820
516;-15768;1436;33992
516;-15768;1436;34164
516;-15768;1436;34336
540;-15736;1400;34508
540;-15736;1400;34680
540;-15736;1400;34856
540;-15736;1400;35028
540;-15736;1400;35200
540;-15736;1400;35376
516;-15708;1492;35548
516;-15708;1492;35724
516;-15708;1492;35896
516;-15708;1492;36068
516;-15708;1492;36240
516;-15708;1492;36412
492;-15736;1544;36584
492;-15736;1544;36764
492;-15736;1544;36936
492;-15736;1544;37108
492;-15736;1544;37280
492;-15736;1544;37452
528;-15736;1456;37624
528;-15736;1456;37804
528;-15736;1456;37976
528;-15736;1456;38148
528;-15736;1456;38320
532;-15752;1340;38492
532;-15752;1340;38664
532;-15752;1340;38844
532;-15752;1340;39016
532;-15752;1340;39188
532;-15752;1340;39360
516;-15740;1232;39532
516;-15740;1232;39704
516;-15740;1232;39880
516;-15740;1232;40052
516;-15740;1232;40224
516;-15740;1232;40396
508;-15780;1204;40568
508;-15780;1204;40744
508;-15780;1204;40920
508;-15780;1204;41092
508;-15780;1204;41264
508;-15780;1204;41436
508;-15808;1156;41608
508;-15808;1156;41780
508;-15808;1156;41960
508;-15808;1156;42132
508;-15808;1156;42304
508;-15808;1156;42476
528;-15768;1088;42648
528;-15768;1088;42820
528;-15768;1088;43000
528;-15768;1088;43172
528;-15768;1088;43344
548;-15804;1020;43516
548;-15804;1020;43688
548;-15804;1020;43860
548;-15804;1020;44036
548;-15804;1020;44212
548;-15804;1020;44384
540;-15872;892;44556
540;-15872;892;44728
540;-15872;892;44900
540;-15872;892;45076
540;-15872;892;45248
540;-15872;892;45420
536;-15860;812;45592
536;-15860;812;45764
536;-15860;812;45940
536;-15860;812;46116
536;-15860;812;46288
536;-15860;812;46460
540;-15852;860;46632
540;-15852;860;46804
540;-15852;860;46984
540;-15852;860;47156
540;-15852;860;47328
524;-15840;816;47500
524;-15840;816;47672
524;-15840;816;47844
524;-15840;816;48024
524;-15840;816;48196
524;-15840;816;48368
504;-15828;720;48540
504;-15828;720;48712
504;-15828;720;48884
504;-15828;720;49060
504;-15828;720;49232
504;-15828;720;49408
496;-15848;676;49580
496;-15848;676;49752
496;-15848;676;49924
496;-15848;676;50100
496;-15848;676;50272
496;-15848;676;50444
516;-15896;648;50616
516;-15896;648;50788
516;-15896;648;50960
516;-15896;648;51140
516;-15896;648;51312
532;-15896;672;51484
532;-15896;672;51656
532;-15896;672;51828
532;-15896;672;52000
532;-15896;672;52180
532;-15896;672;52352
544;-15884;652;52524
544;-15884;652;52696
544;-15884;652;52868
544;-15884;652;53040
544;-15884;652;53220
544;-15884;652;53392
540;-15900;576;53564
540;-15900;576;53736
540;-15900;576;53908
540;-15900;576;54080
540;-15900;576;54256
540;-15900;576;54428
596;-15856;536;54604
596;-15856;536;54776
596;-15856;536;54948
596;-15856;536;55120
596;-15856;536;55296
596;-15856;536;55468
760;-15876;504;55640
760;-15876;504;55812
760;-15876;504;55984
760;-15876;504;56156
760;-15876;504;56336
892;-15912;448;56508
892;-15912;448;56680
892;-15912;448;56852
892;-15912;448;57024
892;-15912;448;57196
892;-15912;448;57376
944;-15884;380;57548
944;-15884;380;57720
944;-15884;380;57892
944;-15884;380;58064
944;-15884;380;58236
944;-15884;380;58416
812;-15864;368;58588
812;-15864;368;58760
812;-15864;368;58932
812;-15864;368;59104
812;-15864;368;59280
812;-15864;368;59452
640;-15868;336;59624
640;-15868;336;59796
640;-15868;336;59972
640;-15868;336;60144
640;-15868;336;60320
736;-15864;316;60492
736;-15864;316;60664
736;-15864;316;60836
736;-15864;316;61008
736;-15864;316;61180
736;-15864;316;61360
872;-15840;308;61532
872;-15840;308;61704
872;-15840;308;61876
872;-15840;308;62048
872;-15840;308;62220
872;-15840;308;62400
1112;-15880;288;62572
1112;-15880;288;62744
1112;-15880;288;62916
1112;-15880;288;63088
1112;-15880;288;63260
1112;-15880;288;63440
1144;-15908;292;63612
1144;-15908;292;63784
1144;-15908;292;63956
1144;-15908;292;64128
1144;-15908;292;64300
1348;-15860;284;64476
1348;-15860;284;64648
1348;-15860;284;64820
1348;-15860;284;64992
1348;-15860;284;65168
1348;-15860;284;65340
1180;-15856;240;65516
1180;-15856;240;152
1180;-15856;240;324
1180;-15856;240;496
1180;-15856;240;668
1180;-15856;240;840
648;-15868;188;1020
648;-15868;188;1192
648;-15868;188;1364
648;-15868;188;1536
648;-15868;188;1708
648;-15868;188;1880
1116;-15808;88;2060
1116;-15808;88;2232
1116;-15808;88;2404
1116;-15808;88;2576
1116;-15808;88;2748
1624;-15792;44;2920
1624;-15792;44;3100
1624;-15792;44;3272
1624;-15792;44;3444
1624;-15792;44;3616
1624;-15792;44;3788
1444;-15780;40;3960
1444;-15780;40;4136
1444;-15780;40;4308
1444;-15780;40;4480
1444;-15780;40;4656
1444;-15780;40;4828
1056;-15816;-24;5004
1056;-15816;-24;5176
1056;-15816;-24;5348
1056;-15816;-24;5520
1056;-15816;-24;5692
1056;-15816;-24;5864
336;-15880;-72;6044
336;-15880;-72;6216
336;-15880;-72;6388
336;-15880;-72;6560
336;-15880;-72;6732
336;-15880;-72;6904
-80;-15872;-112;7084
-80;-15872;-112;7256
-80;-15872;-112;7428
-80;-15872;-112;7600
-80;-15872;-112;7772
-60;-15884;-236;7944
-60;-15884;-236;8124
-60;-15884;-236;8296
-60;-15884;-236;8468
-60;-15884;-236;8640
-60;-15884;-236;8812
600;-15916;-304;8984
600;-15916;-304;9160
600;-15916;-304;9332
600;-15916;-304;9504
600;-15916;-304;9676
600;-15916;-304;9852
580;-15912;-332;10024
580;-15912;-332;10200
580;-15912;-332;10372
580;-15912;-332;10544
580;-15912;-332;10716
580;-15912;-332;10888
344;-15884;-444;11060
344;-15884;-444;11240
344;-15884;-444;11412
344;-15884;-444;11584
344;-15884;-444;11756
1216;-15864;-560;11928
1216;-15864;-560;12100
1216;-15864;-560;12280
1216;-15864;-560;12452
1216;-15864;-560;12624
1216;-15864;-560;12796
1128;-15844;-572;12968
1128;-15844;-572;13140
1128;-15844;-572;13320
1128;-15844;-572;13492
1128;-15844;-572;13664
1128;-15844;-572;13836
876;-15884;-620;14008
876;-15884;-620;14180
876;-15884;-620;14356
876;-15884;-620;14528
876;-15884;-620;14700
876;-15884;-620;14872
412;-15916;-832;15048
412;-15916;-832;15220
412;-15916;-832;15396
412;-15916;-832;15568
412;-15916;-832;15740
412;-15916;-832;15912
588;-15904;-820;16084
588;-15904;-820;16264
588;-15904;-820;16436
588;-15904;-820;16608
588;-15904;-820;16780
1736;-15936;-784;16952
1736;-15936;-784;17124
1736;-15936;-784;17304
1736;-15936;-784;17476
1736;-15936;-784;17648
1736;-15936;-784;17820
1500;-15904;-716;17992
1500;-15904;-716;18164
1500;-15904;-716;18340
1500;-15904;-716;18516
1500;-15904;-716;18688
1500;-15904;-716;18860
1256;-15884;-764;19032
1256;-15884;-764;19204
1256;-15884;-764;19380
1256;-15884;-764;19552
1256;-15884;-764;19724
1256;-15884;-764;19896
428;-15928;-1020;20068
428;-15928;-1020;20240
428;-15928;-1020;20420
428;-15928;-1020;20592
428;-15928;-1020;20764
-936;-15932;-1160;20936
-936;-15932;-1160;21108
-936;-15932;-1160;21280
-936;-15932;-1160;21460
-936;-15932;-1160;21632
-936;-15932;-1160;21804
-712;-15964;-1240;21976
-712;-15964;-1240;22148
-712;-15964;-1240;22320
-712;-15964;-1240;22500
-712;-15964;-1240;22672
-712;-15964;-1240;22844
616;-15948;-1228;23016
616;-15948;-1228;23188
616;-15948;-1228;23360
616;-15948;-1228;23536
616;-15948;-1228;23708
616;-15948;-1228;23884
1376;-15852;-1184;24056
1376;-15852;-1184;24228
1376;-15852;-1184;24400
1376;-15852;-1184;24576
1376;-15852;-1184;24748
1264;-15860;-1240;24920
1264;-15860;-1240;25092
1264;-15860;-1240;25264
1264;-15860;-1240;25436
1264;-15860;-1240;25616
1264;-15860;-1240;25788
860;-15944;-1392;25960
860;-15944;-1392;26132
860;-15944;-1392;26304
860;-15944;-1392;26476
860;-15944;-1392;26656
860;-15944;-1392;26828
-544;-15964;-1616;27000
-544;-15964;-1616;27172
-544;-15964;-1616;27344
-544;-15964;-1616;27516
-544;-15964;-1616;27696
-544;-15964;-1616;27868
-1128;-16004;-1788;28040
-1128;-16004;-1788;28212
-1128;-16004;-1788;28384
-1128;-16004;-1788;28560
-1128;-16004;-1788;28732
-1128;-16004;-1788;28904
-828;-16020;-1852;29080
-828;-16020;-1852;29252
-828;-16020;-1852;29424
-828;-16020;-1852;29600
-828;-16020;-1852;29772
-592;-16004;-1988;29944
-592;-16004;-1988;30116
-592;-16004;-1988;30288
-592;-16004;-1988;30460
-592;-16004;-1988;30640
-592;-16004;-1988;30812
-248;-16016;-2084;30984
-248;-16016;-2084;31156
-248;-16016;-2084;31328
-248;-16016;-2084;31500
-248;-16016;-2084;31680
-248;-16016;-2084;31852
-644;-16012;-2184;32024
-644;-16012;-2184;32196
-644;-16012;-2184;32368
-644;-16012;-2184;32540
-644;-16012;-2184;32720
-644;-16012;-2184;32892
-704;-15996;-2220;33064
-704;-15996;-2220;33236
-704;-15996;-2220;33408
-704;-15996;-2220;33580
-704;-15996;-2220;33756
-116;-15984;-2168;33928
-116;-15984;-2168;34100
-116;-15984;-2168;34276
-116;-15984;-2168;34448
-116;-15984;-2168;34620
-116;-15984;-2168;34796
108;-16008;-2212;34968
108;-16008;-2212;35140
108;-16008;-2212;35312
108;-16008;-2212;35484
108;-16008;-2212;35656
108;-16008;-2212;35836
80;-16040;-2284;36008
80;-16040;-2284;36180
80;-16040;-2284;36352
80;-16040;-2284;36524
80;-16040;-2284;36696
80;-16040;-2284;36876
-32;-16044;-2348;37048
-32;-16044;-2348;37220
-32;-16044;-2348;37392
-32;-16044;-2348;37564
-32;-16044;-2348;37736
-20;-16028;-2396;37916
-20;-16028;-2396;38088
-20;-16028;-2396;38260
-20;-16028;-2396;38432
-20;-16028;-2396;38604
-20;-16028;-2396;38776
100;-16028;-2392;38952
100;-16028;-2392;39124
100;-16028;-2392;39296
100;-16028;-2392;39468
100;-16028;-2392;39644
100;-16028;-2392;39820
232;-16012;-2296;39992
232;-16012;-2296;40164
232;-16012;-2296;40336
232;-16012;-2296;40508
232;-16012;-2296;40680
232;-16012;-2296;40860
340;-15964;-2264;41032
340;-15964;-2264;41204
340;-15964;-2264;41376
340;-15964;-2264;41548
340;-15964;-2264;41720
372;-15956;-2364;41900
372;-15956;-2364;42072
372;-15956;-2364;42244
372;-15956;-2364;42416
372;-15956;-2364;42588
372;-15956;-2364;42760
424;-15988;-2284;42936
424;-15988;-2284;43112
424;-15988;-2284;43284
424;-15988;-2284;43456
424;-15988;-2284;43628
424;-15988;-2284;43800
492;-16008;-2252;43976
492;-16008;-2252;44148
492;-16008;-2252;44320
492;-16008;-2252;44492
492;-16008;-2252;44664
492;-16008;-2252;44840
456;-16000;-2348;45016
456;-16000;-2348;45188
456;-16000;-2348;45360
456;-16000;-2348;45532
456;-16000;-2348;45704
456;-16000;-2348;45876
452;-15988;-2356;46056
452;-15988;-2356;46228
452;-15988;-2356;46400
452;-15988;-2356;46572
452;-15988;-2356;46744
488;-16000;-2328;46916
488;-16000;-2328;47096
488;-16000;-2328;47268
488;-16000;-2328;47440
488;-16000;-2328;47612
488;-16000;-2328;47784
436;-16004;-2296;47956
436;-16004;-2296;48136
436;-16004;-2296;48308
436;-16004;-2296;48480
436;-16004;-2296;48652
436;-16004;-2296;48824
412;-16020;-2464;48996
412;-16020;-2464;49172
412;-16020;-2464;49344
412;-16020;-2464;49516
412;-16020;-2464;49688
412;-16020;-2464;49864
456;-15980;-2504;50036
456;-15980;-2504;50212
456;-15980;-2504;50384
456;-15980;-2504;50556
456;-15980;-2504;50728
492;-15896;-2388;50900
492;-15896;-2388;51080
492;-15896;-2388;51252
492;-15896;-2388;51424
492;-15896;-2388;51596
492;-15896;-2388;51768
496;-15908;-2380;51940
496;-15908;-2380;52120
496;-15908;-2380;52292
496;-15908;-2380;52464
496;-15908;-2380;52636
496;-15908;-2380;52808
476;-15948;-2332;52980
476;-15948;-2332;53156
476;-15948;-2332;53332
476;-15948;-2332;53504
476;-15948;-2332;53676
476;-15948;-2332;53848
500;-15936;-2332;54020
500;-15936;-2332;54196
500;-15936;-2332;54368
500;-15936;-2332;54540
500;-15936;-2332;54712
500;-15936;-2332;54884
460;-15936;-2368;55060
460;-15936;-2368;55236
460;-15936;-2368;55408
460;-15936;-2368;55580
460;-15936;-2368;55752
436;-15924;-2392;55924
436;-15924;-2392;56096
436;-15924;-2392;56276
436;-15924;-2392;56448
436;-15924;-2392;56620
436;-15924;-2392;56792
484;-15904;-2416;56964
484;-15904;-2416;57136
484;-15904;-2416;57316
484;-15904;-2416;57488
484;-15904;-2416;57660
484;-15904;-2416;57832
516;-15936;-2488;58004
516;-15936;-2488;58176
516;-15936;-2488;58352
516;-15936;-2488;58524
516;-15936;-2488;58700
516;-15936;-2488;58872
500;-15892;-2536;59044
500;-15892;-2536;59216
500;-15892;-2536;59392
500;-15892;-2536;59564
500;-15892;-2536;59736
428;-15908;-2376;59908
428;-15908;-2376;60080
428;-15908;-2376;60252
428;-15908;-2376;60432
428;-15908;-2376;60604
428;-15908;-2376;60776
452;-15944;-2324;60948
452;-15944;-2324;61120
452;-15944;-2324;61292
452;-15944;-2324;61472
452;-15944;-2324;61644
452;-15944;-2324;61816
464;-15900;-2376;61988
464;-15900;-2376;62160
464;-15900;-2376;62332
464;-15900;-2376;62512
464;-15900;-2376;62684
464;-15900;-2376;62856
440;-15904;-2400;63028
440;-15904;-2400;63200
440;-15904;-2400;63376
440;-15904;-2400;63548
440;-15904;-2400;63720
420;-15928;-2444;63892
420;-15928;-2444;64068
420;-15928;-2444;64240
420;-15928;-2444;64416
420;-15928;-2444;64588
420;-15928;-2444;64760
396;-15936;-2400;64932
396;-15936;-2400;65104
396;-15936;-2400;65276
396;-15936;-2400;65456
396;-15936;-2400;92
396;-15936;-2400;264
380;-15912;-2312;436
380;-15912;-2312;608
380;-15912;-2312;780
380;-15912;-2312;960
380;-15912;-2312;1132
380;-15912;-2312;1304
380;-15924;-2292;1476
380;-15924;-2292;1648
380;-15924;-2292;1820
380;-15924;-2292;2000
380;-15924;-2292;2172
380;-15924;-2292;2344
384;-15916;-2320;2516
384;-15916;-2320;2688
384;-15916;-2320;2860
384;-15916;-2320;3036
384;-15916;-2320;3208
428;-15904;-2396;3380
428;-15904;-2396;3552
428;-15904;-2396;3728
428;-15904;-2396;3900
428;-15904;-2396;4076
428;-15904;-2396;4248
480;-15908;-2432;4420
480;-15908;-2432;4592
480;-15908;-2432;4764
480;-15908;-2432;4936
480;-15908;-2432;5116
480;-15908;-2432;5288
452;-15896;-2424;5460
452;-15896;-2424;5632
452;-15896;-2424;5804
452;-15896;-2424;5976
452;-15896;-2424;6156
452;-15896;-2424;6328
480;-15868;-2400;6500
480;-15868;-2400;6672
480;-15868;-2400;6844
480;-15868;-2400;7016
480;-15868;-2400;7196
496;-15852;-2356;7368
496;-15852;-2356;7540
496;-15852;-2356;7712
496;-15852;-2356;7884
496;-15852;-2356;8056
496;-15852;-2356;8232
496;-15912;-2328;8404
496;-15912;-2328;8576
496;-15912;-2328;8748
496;-15912;-2328;8924
496;-15912;-2328;9100
496;-15912;-2328;9272
508;-15952;-2308;9444
508;-15952;-2308;9616
508;-15952;-2308;9788
508;-15952;-2308;9960
508;-15952;-2308;10140
508;-15952;-2308;10312
460;-15948;-2388;10484
460;-15948;-2388;10656
460;-15948;-2388;10828
460;-15948;-2388;11000
460;-15948;-2388;11180
444;-15916;-2448;11352
444;-15916;-2448;11524
444;-15916;-2448;11696
444;-15916;-2448;11868
444;-15916;-2448;12040
444;-15916;-2448;12216
528;-15856;-2476;12392
528;-15856;-2476;12564
528;-15856;-2476;12736
528;-15856;-2476;12908
528;-15856;-2476;13080
528;-15856;-2476;13256
560;-15872;-2516;13428
560;-15872;-2516;13600
560;-15872;-2516;13772
560;-15872;-2516;13944
560;-15872;-2516;14116
560;-15872;-2516;14296
496;-15944;-2532;14468
496;-15944;-2532;14640
496;-15944;-2532;14812
496;-15944;-2532;14984
496;-15944;-2532;15156
496;-15944;-2532;15336
500;-15980;-2480;15508
500;-15980;-2480;15680
500;-15980;-2480;15852
500;-15980;-2480;16024
500;-15980;-2480;16196
516;-15916;-2468;16376
516;-15916;-2468;16548
516;-15916;-2468;16720
516;-15916;-2468;16892
516;-15916;-2468;17064
516;-15916;-2468;17236
552;-15844;-2480;17412
552;-15844;-2480;17584
552;-15844;-2480;17760
552;-15844;-2480;17932
552;-15844;-2480;18104
552;-15844;-2480;18276
548;-15856;-2472;18452
548;-15856;-2472;18624
548;-15856;-2472;18796
548;-15856;-2472;18968
548;-15856;-2472;19140
548;-15856;-2472;19312
480;-15856;-2488;19492
480;-15856;-2488;19664
480;-15856;-2488;19836
480;-15856;-2488;20008
480;-15856;-2488;20180
516;-15864;-2496;20360
516;-15864;-2496;20532
516;-15864;-2496;20704
516;-15864;-2496;20876
516;-15864;-2496;21048
516;-15864;-2496;21220
548;-15852;-2496;21400
548;-15852;-2496;21572
548;-15852;-2496;21744
548;-15852;-2496;21916
548;-15852;-2496;22088
548;-15852;-2496;22260
508;-15856;-2492;22436
508;-15856;-2492;22608
508;-15856;-2492;22780
508;-15856;-2492;22956
508;-15856;-2492;23128
508;-15856;-2492;23300
452;-15896;-2548;23476
452;-15896;-2548;23648
452;-15896;-2548;23820
452;-15896;-2548;23992
452;-15896;-2548;24164
456;-15868;-2640;24336
456;-15868;-2640;24516
456;-15868;-2640;24688
456;-15868;-2640;24860
456;-15868;-2640;25032
456;-15868;-2640;25204
468;-15844;-2648;25376
468;-15844;-2648;25556
468;-15844;-2648;25728
468;-15844;-2648;25900
468;-15844;-2648;26072
468;-15844;-2648;26244
556;-15876;-2612;26416
556;-15876;-2612;26596
556;-15876;-2612;26768
556;-15876;-2612;26940
556;-15876;-2612;27112
556;-15876;-2612;27284
640;-15840;-2652;27456
640;-15840;-2652;27632
640;-15840;-2652;27804
640;-15840;-2652;27980
640;-15840;-2652;28152
640;-15840;-2652;28324
568;-15808;-2660;28496
568;-15808;-2660;28672
568;-15808;-2660;28844
568;-15808;-2660;29016
568;-15808;-2660;29188
460;-15824;-2604;29360
460;-15824;-2604;29532
460;-15824;-2604;29712
460;-15824;-2604;29884
460;-15824;-2604;30056
460;-15824;-2604;30228
412;-15812;-2624;30400
412;-15812;-2624;30572
412;-15812;-2624;30752
412;-15812;-2624;30924
412;-15812;-2624;31096
412;-15812;-2624;31268
548;-15808;-2664;31440
548;-15808;-2664;31612
548;-15808;-2664;31792
548;-15808;-2664;31964
548;-15808;-2664;32136
548;-15808;-2664;32308
576;-15852;-2640;32480
576;-15852;-2640;32656
576;-15852;-2640;32828
576;-15852;-2640;33000
576;-15852;-2640;33176
552;-15836;-2584;33348
552;-15836;-2584;33520
552;-15836;-2584;33696
552;-15836;-2584;33868
552;-15836;-2584;34040
552;-15836;-2584;34212
600;-15836;-2572;34384
600;-15836;-2572;34556
600;-15836;-2572;34736
600;-15836;-2572;34908
600;-15836;-2572;35080
600;-15836;-2572;35252
604;-15936;-2584;35424
604;-15936;-2584;35596
604;-15936;-2584;35776
604;-15936;-2584;35948
604;-15936;-2584;36120
604;-15936;-2584;36292
612;-15952;-2632;36464
612;-15952;-2632;36636
612;-15952;-2632;36816
612;-15952;-2632;36988
612;-15952;-2632;37160
548;-15912;-2708;37332
548;-15912;-2708;37504
548;-15912;-2708;37676
548;-15912;-2708;37852
548;-15912;-2708;38024
548;-15912;-2708;38196
464;-15856;-2716;38372
464;-15856;-2716;38544
464;-15856;-2716;38716
464;-15856;-2716;38892
464;-15856;-2716;39064
464;-15856;-2716;39236
412;-15884;-2732;39408
412;-15884;-2732;39580
412;-15884;-2732;39752
412;-15884;-2732;39932
412;-15884;-2732;40104
412;-15884;-2732;40276
448;-15908;-2736;40448
448;-15908;-2736;40620
448;-15908;-2736;40792
448;-15908;-2736;40972
448;-15908;-2736;41144
448;-15908;-2736;41316
480;-15864;-2760;41488
480;-15864;-2760;41660
480;-15864;-2760;41832
480;-15864;-2760;42012
480;-15864;-2760;42184
504;-15896;-2776;42356
504;-15896;-2776;42528
504;-15896;-2776;42700
504;-15896;-2776;42872
504;-15896;-2776;43048
504;-15896;-2776;43220
560;-15920;-2736;43392
560;-15920;-2736;43564
560;-15920;-2736;43740
560;-15920;-2736;43916
560;-15920;-2736;44088
560;-15920;-2736;44260
572;-15900;-2720;44432
572;-15900;-2720;44604
572;-15900;-2720;44776
572;-15900;-2720;44956
572;-15900;-2720;45128
572;-15900;-2720;45300
548;-15836;-2676;45472
548;-15836;-2676;45644
548;-15836;-2676;45816
548;-15836;-2676;45996
548;-15836;-2676;46168
524;-15816;-2620;46340
524;-15816;-2620;46512
524;-15816;-2620;46684
524;-15816;-2620;46856
524;-15816;-2620;47032
524;-15816;-2620;47208
484;-15812;-2684;47380
484;-15812;-2684;47552
484;-15812;-2684;47724
484;-15812;-2684;47896
484;-15812;-2684;48072
484;-15812;-2684;48244
396;-15796;-2740;48416
396;-15796;-2740;48588
396;-15796;-2740;48760
396;-15796;-2740;48936
